Samples	1	2	3	4	5	6	7	8	9	10-11	12-13	14-15	16-17	18-19	20-21	22-23	24-25	26-27	28-29	30-31	32-33	34-35	36-37	38-39	40-41	42-43	44-45	46-47	48-49	50-51	52-53	54-55	56-57	58-59	60-61	62-63	64-65	66-67	68-69	70-71	72-73	74-75	76-77	78-79	80-81	82-83	84-85	86-87	88-89	90-91	92-93	94-95	96-97	98-99	100-101
04	32.981655149924244	33.12746222613371	33.1561603527203	36.53337204560675	36.49226132755128	36.49397998721668	36.47754519689704	36.47541309777964	38.32300853481673	38.31469737840357	38.288243165201926	39.87573674891277	39.854794521418725	39.840997409964565	39.82798569997861	39.7892730133818	39.75422381732892	39.674456129109565	39.5671297836912	39.49976403947635	39.485581203761	39.410065922106966	39.31853183226335	39.2291018720785	39.20198300283286	39.18397575683607	39.07059074992793	38.916906457099145	38.75691250867292	38.69609477767574	38.6397037385366	38.45708751702942	38.22679710475308	37.97106111005759	37.69298359660482	37.379662326443295	37.03577733676495	36.73400180960566	36.42712162947003	36.12380035315362	35.83495883950452	35.550150099025046	35.00513820296065	35.07318497007428	34.90536736552545	34.73872908433852	34.59599057446381	34.47777717791153	34.39691332733629	34.324920303132856	34.26716389912707	34.225026459701354	34.19251724139386	34.17419252260936	33.71763015518624
04	32.74131950370738	32.89454039346036	32.93599532655773	36.369335048369685	36.36768249833375	36.37792758389328	36.38209490609413	36.39062921429023	38.19978291886092	38.19687082146618	38.175391357882255	39.76364904813258	39.74095787132079	39.734007397286135	39.73196855088646	39.68565815155569	39.65185337392719	39.61445693640985	39.56335130053215	39.5076851808591	39.45411273408133	39.38404955806666	39.30443347702643	39.221802224779736	39.11356486959717	39.005663592886734	38.87555920641746	38.71835597429225	38.53169327420336	38.07420935299463	38.02805453334959	38.12644182105519	37.94870718674642	37.68346723617934	37.44871465348754	37.17025119659763	37.017904637136255	36.7994115684313	36.50828332253429	36.20889233527211	35.92157602343394	35.64645422545576	35.39290118065721	35.16167102799669	34.95635370970177	34.7750309532005	34.62947178584793	34.5388043102614	34.448172422641406	34.38043289435827	34.31895787102039	34.27767214403802	34.23550659658469	34.21988238374597	33.92028522704143
04	33.016737653217994	33.16255215736268	33.19105004980378	36.562923974904926	36.52474646724362	36.527598408701856	36.51154289137208	36.50982195776479	38.36509606156415	38.35706730411727	38.33142538048117	39.93020811008408	39.90959747023339	39.89578785921839	39.88297071532509	39.844913770317	39.81071257489737	39.732852878380186	39.62716785633417	39.56088703955989	39.54764132153164	39.47335204513824	39.38300406175643	39.2948819446118	39.26854728511076	39.25143338104719	39.13933621077058	38.98730986251476	38.833632334297874	38.77578194642894	38.71157241021304	38.52301161512587	38.28655158721925	38.01876373083611	37.7303835971066	37.416108694750434	37.07116917984615	36.767750010669374	36.45937092961057	36.15454693576767	35.86423079965639	35.577893241757735	35.03282726946431	35.09837827281645	34.92886486582154	34.760889380661155	34.61665206808446	34.496721503943945	34.41447654838173	34.34153783877831	34.2827337469979	34.239612360322155	34.20614562931922	34.18674235696293	33.72880912033693
04	32.785782976140965	32.939381858329924	32.98030498549446	36.41061609899979	36.40912636731645	36.42022386635343	36.42443672883558	36.43245598174407	38.25112601394093	38.24846931825461	38.22724275209677	39.827186517448204	39.80522484773729	39.79878064182634	39.796673405115904	39.75137922128769	39.718888230623534	39.6827615123802	39.63323139742747	39.57855790957376	39.52641001921399	39.45774208123745	39.3798795816869	39.29878257495279	39.19233983177418	39.08690347422775	38.958518843665615	38.80277457773752	38.62584166714888	38.17374628050361	38.11235614478396	38.196308894791656	38.00746367236548	37.72250800990946	37.471574980279215	37.19214890699016	37.03860312297256	36.81876285119098	36.5268006940225	36.22641645729196	35.938313986303065	35.66233046887608	35.40791933176094	35.17590783780153	34.9699054958061	34.78778658636612	34.64139268395755	34.549809035641644	34.458482819716494	34.39013206483334	34.32817818257483	34.28632922275268	34.243570015967066	34.22734842488984	33.926937242943566
